park_id	park_name	park_reg_code	address	lat_lng	city	park_level	park_type	info_16_p_1	main_industry	brief_introduction
90	四川井研经济开发区	S517083	乐山市井研县顺河街井研县人民政府南侧约200米	104.075308,29.655393	乐山市	省级园区	经开区	农产品精深加工	农副食品、纺织产业	井研县工业集中区成立于2008年5月，于2018年更名为四川井研经济开发区。原规划面积11.18km2,2016年申报设立省级特色工业园区并纳入《中国开发区审核公告目录》（2018年版），公告目录公示面积2.55km2,最终核准面积2.26km2。其中A区域0.58km2,B区域0.82km2,C区域0.85km2。四川井研经济开发区位于乐山市井研县，根据《四川省主体功能区规划》（川府发〔2013〕16号），乐山市井研县属于国家层面点状开发区域。从地理位置看，井研地处四川盆地西南，是乐山市东部门户，位于乐山市以东29公里，成都市以南98公里，北连仁寿，东邻荣县，南界犍为县、五通桥区，西靠乐山市中区，西北接壤眉山市青神县，自古有“川南通衢“之称，是乐山连接四川东北部地区和东南地区的重要节点。从总体区位看，井研位于成都平原城市群和川南城市群结合部，是成都平原经济区、川南经济区、攀西经济区重要节点，地处成渝经济圈、成绵乐经济发展带和沿长江发展带交汇处，是乐山半小时经济圈、成都一小时时空圈和天府新区的影响腹地。县目前已通车里程1003.9公里，其中，高速公路2条55公里（乐自高速22公里、仁沐高速33公里）；铁路1条34.6公里（在建连乐铁路）；国道2条59公里（G213线42公里、G348线17公里）；省道3条61公里。为破解交通瓶颈，推动井研实现跨越式发展，根据县委、县政府发展战略部署，规划构建“三高三铁三干道”大交通格局。目前已基本完成乐自高速、仁沐新高速、连乐铁路（在建）、井乐快速通道在内的“两高一铁一干道”建设。截止2018年，井研县工业园区工业企业61户，其中规上企业35,2018年规上企业工业产值62.12亿元，同比增长14.65%，营业收入59.4299亿元，同比增长18.6%，实现利润2.13亿元，同比增长12.85%。2017年3月，乐山市井研县被中国纺织工业联合会和中国服装协会授予四川省“中国工装面料名城（基地）”。2017年4月，工业集中区管委会成功创建为“全省纺织服装产业知名品牌创建示范区”。井研县中国西部国际高端家居特色园区（一期）被省政府列入2018年全省重点项目。
91	宁南县茧丝绸工业集中发展区	---	凉山彝族自治州宁南县S212	102.747511,27.079996	凉山州	其他重点园区	工业园区	农产品精深加工	茧丝绸产业、纺织产业	宁南县茧丝绸工业集中发展区位于凉山州宁南县，是攀西地区唯一的茧丝绸产业集聚发展平台。成立于2012年8月，州政府批准为州级特色产业成长型工业园区，规划面积7.1平方公里，建成区面积0.43平方公里。四至范围：东起东经27.071202°,西至东经27.069368°,北达北纬102.734098°,南到北纬102.729292°。产业园区按照产城一体与城市规划建设，配套建设有10kV电缆工程、标准化厂房、17.2万立方米水库、办公楼、库房、智慧园区云平台、创新创业孵化中心等基础设施，正在推进污水集中处理厂等项目建设。截止2018年底，园区聚集工业企业7户，其中规上工业企业3户，2018年园区规上工业企业工业产值5.6亿元，同比增长14.7%，营业收入5.07亿元，同比增长2%，实现利润0.11亿元，同比减少21.4%。宁南县自然条件优越，蚕桑资源丰富，是国内优质蚕茧生丝生产的最佳适宜区之是四川省优质蚕桑基地建设的核心区域。茧丝及相关产业年产值达28亿元，蚕桑产业已成为群众脱贫奔康和县域经济发展的重要支撑产业。宁南县先后成为“中国蚕桑之乡”“中国优质茧丝基地”“国家级农业标准化优质桑蚕茧示范县”、商务部“东桑西移”工程项目县、“四川省精品蚕业标准化示范区”。“南丝路”茧丝荣获“中国驰名商标”“四川省名牌产品”“四川省著名商标”“四川省农产品知名品牌”“国家权威检测达标品牌——国家质量检测连续合格产品”“中国西部国际农业博览会金奖”“第十二届四川名牌”等荣誉称号。
92	四川西昌钒钛产业园区	S519126	四川省凉山彝族自治州西昌市经久乡明月饭店西北100米	102.223586,27.789751	凉山州	省级园区	工业园区	智能装备,新材料	钒钛钢铁、新材料、装备制造产业	四川西昌钒钛产业园区位于凉山彝族自治州西昌市，为引领凉山州、西昌市经济转型发展的强大引擎和核心区，地处川西高原的安宁河平原和攀西国家级战略资源创新开发试验区规划范围内。成立于2004年12月，2019年1月由省政府设立为省级开发区。总体规划面积42.4平方公里，核心区规划面积20平方公里，已建成区面积8.76平方公里，四至范围为：东至东干渠，南至赖家山，西至雅西高速公路，北至活龙村皮柳路。园区按产城一体与城市规划建设，配套建设有行政服务中心、220KV、110KV变电站、污水处理厂、供水厂、消防特勤中队等基础设施，现园区水、电、路、通信等基础设施配套完善，基本实现了五通一平。截止2018年底，园区聚集工业企业61户，其中规上工业企业27户，2018年园区工业企业总产值292.88亿元，同比增长26.98%，营业收入323.05亿元，同比增长18.23%，实现利润23.56亿元，同比增长853.87%。园区先后被授予“1525工程”培育园区、“51025重点产业园区”、“四川省循环产业示范园区”、“四川省新型工业化产业示范基地”。
93	越西县工业集中区	---	凉山彝族自治州越西县三岔口路丽苑首座西南侧约120米	102.517392,28.650315	凉山州	其他重点园区	工业园区	农产品精深加工	冶金、建材、物流业、农产品加工产业	越西县工业集中区管理委员会成立于2005年，规划总面积9平方公里，范围北至乃托镇，西至越城镇、新民镇马厂河坝，南至普雄镇，由乃托、普雄、新民和河东（县城）等4个工业组团组成。2013乃托组团区新增用地约0.09平方公里，调整后越西县工业集中发展区总面积为9.09平方公里。集中区规划的产业发展及重点以乃托工业集中区为核心，“四镇一乡”为补充，突岀特色产业，围绕“一区多点、一点一主业、点点有特色”，坚持产城一体化的发展思路,强化功能，产业定位，联动发展。乃托工业集中区：以水能、电冶、水泥产业发展为重点。新民马厂河坝园区组团：以农副产品深加工业、石材加工、白酒基地等发展为重点。县城河以东物流配送园区组团，以越西列入凉山北部中心城市发展机遇，打造凉山北部物资集散地。普雄物流集配送及农副产品深加工组团：以现代物流业发展为重点，拓展农副产品深加工,将其培育为覆盖东西县的重要物资集散地。截止2018年底，园区聚集工业企业14户，其中规上工业企业3户，2018年园区规上工业企业工业产值4.82亿元，同比增长-12%，营业收入4.68亿元，同比增长-12%，实现利润0.3亿元，同比增长6%。
94	四川会理有色产业经济开发区	S517128	凉山彝族自治州会理县京昆线与龙腾大街交叉路口往东约50米(龙腾大厦)	102.259318,26.671104	凉山州	省级园区	经开区	---	有色金属产业	四川会理有色产业经济开发区位于凉山州会理县，地处攀西经济圈，是凉山有色金属产业集群的核心载体、凉山最重要的工业基地之一。开发区于2006年12月经凉山州政府批准设立，原名为会理县工业集中区，2012年1月经州政府批准更名为会理有色产业园区，重点发展铜镍、铅锌、钒钛铁等有色金属产业。2018年2月在《中国开发区审核公告目录》中更名为四川会理有色产业经济开发区。2019年1月经省人民政府批准为省级综合类经济开发区。开发区是根据资源分布情况按“一园三区”进行布局的工业集中发展区，总体规划于2010年3月经凉山州政府批准实施，规划面积1307公顷，在2018年版《中国开发区审核公告目录》中核准面积为116.2公顷，申报设立省级开发区核实面积为100.39公顷。截止2018年底，园区聚集工业企业51户，其中规上工业企业25户，2018年园区规上工业企业工业产值90.3亿元，同比增长-57.1%，营业收入89.8亿元，同比增长-55.4%，实现利润-2.5亿元，同比增长-142.9%。2011年6月被省经信委评为四川省100亿级成长型特色产业园区（即“1525工程”园区），2012年11月被省发改委评为“十二五”第一批省级循环经济示范单位，2013年7月被省人民政府列入“51025”重点产业园区500亿级培育园区发展计划，2013年10月被省经信委评为四川省新型工业化产业示范基地（循环经济）。
95	雷波磷化工产业园区	---	四川省凉山彝族自治州雷波县	103.328022,28.123759	凉山州	其他重点园区	工业园区	绿色化工	磷化工产品、化工产业	按照雷波县列为长江上游生态保护功能县以及《凉山州环境保护局转发四川省环境保护厅关于做好四川省长江经济带生态环境保护情况审计整改落实工作的函》等要求，对国家最新出台行业政策规定及环保安全生产要求，结合雷波磷化工、新型建材、农产品加工、物流运输等现状和长远发展的要求，将水电制氢新型清洁能源产业、新型建材、砂石、农产品深加工、物流运输等相关产业纳入园区产业规划，将我县磷化工产业规划及园区总体规划进行调整。在规划中适量布局区域性磷矿产品交易中心、智慧园区平台、现代物流等内容等相关产业纳入园区规划，将我县园区规划进行调整，实现二三产业联动。2018年10月已确定调整园区规划设计单位，2019年2月28日完成雷波磷化工产业园区《雷波工业集中区总体规划》、《雷波工业集中区总体规划环境影响评估报告》、《雷波工业集中区总体规划安评报告》、《雷波工业集中区产业规划》、《雷波工业集中区地质灾害评估报告》的编制工作，在2019年4月底完成各项报告书文本的评审和审批工作，6月前完成调整规划的所有工作。截止2018年底，园区聚集工业企业3户，其中规上工业企业3户，2018年园区规上工业企业工业产值21.34亿元，同比增长18.9%，营业收入22.88亿元，同比增长25%，实现利润1.7亿元，同比增长66.9%。
96	甘洛工业集中区	---	凉山彝族自治州甘洛县G245	102.797983,28.995413	凉山州	其他重点园区	工业园区	新材料	新材料、铅酸蓄电池、再生资源综合加工利用产业	甘洛工业集中区总体规划于2012年5月完成首次编制工作，通过州环保局规划环评审查，同年10月获凉山州人民政府批复。规划年限到2020年。园区按“一园四区”布局，总占地面积6021亩。其中：海棠金属、非金属材料综合利用产业园区，规划面积3400亩；田坝有色金属冶炼产业园区，规划面积823亩；新市坝有色金属加工产业园区，规划面积300亩；黑马新型工业项目预留发展产业园区，规划面积1498亩。2016年，甘洛县工业园区纳入《四川省产业园区创新改革发展规划(2016-2020年)》，同年8月24日成功申报省级特色产业基地，即有色金属循环产业园区(川经信办园区函[2016]28号)，并于纳入《凉山州产业园区创新改革发展规划纲要(2017-2020年)》。《甘洛县工业集中区总体规划》修编工作于2017年启动，于2019年1月13日通过了四川省环保厅组织的《甘洛县工业集中区总体规划(修编)环境影响评价报告》专家审查。《甘洛工业集中区总体规划》于2019年3月8日通过专家组的评审。新规划调整为“一区两园”，即一区为：甘洛县工业集中区，两园为：西桥工业园区和正西工业园区，园区成片集中发展。控制总面积为6021亩。新规划定位调整为以铅酸蓄电池制造，再生资源综合利用，石墨、硅基绿色新材料加工，矿产品采选冶炼加工为主导产业。其中，西桥工业园区以发展金属冶炼加工，研发硅材料为主的新型有色金属材料，废弃资源综合利用为主导产业，兼顾发展非金属矿产品冶炼加工产业。正西工业园以发展铅酸蓄电池生产及配套产业，废旧铅酸蓄电池回收处置，碳素、石墨新材料加工、再生资源综合利用为主导产业，兼顾培育有色金属采选。本轮规划目标以建设“生态工业、循环工业、协调工业、特色工业”的理念为指导思想，工业园区用地布局尊重甘洛产业布局的现状，充分利用地形地貌与周边交通基础设施，确保土地资源的集约使用。完善各级、各项公共服务设施配套，注重园区环境建设，严格控制各产业的环境控制指标。产品包括铅酸蓄电池生产规模1300万干伏安时，再生铅30万吨/年。碳素、石墨等新材料产业，年产量10万吨以上。截止2018年底，园区聚集工业企业3户，其中规上工业企业3户，2018年园区规上工业企业工业产值4.7亿元，同比增长53.85%，营业收入3.85亿元，同比增长46.39%，实现利润0.48亿元，同比增长25%。
97	会东特色产业循环经济园区	---	会淌公路北100米会东县青年人才公寓附近	102.599088,26.626587	凉山州	其他重点园区	高新区	清洁能源	清洁能源开发利用、有色金属加工、现代物流产业	会东特色产业循环经济园区管理委员会位于凉山州会东县。于2008年经六届州委第34次常委会决定批准由“会东县城北轻工业集中区管理委员会”更名为“会东县工业集中区管理委员会”。2015年底，园区正式组建班子，园区现已初步形成了“一园八区”的产业布局雏形，即大桥铅锌硫磷化工产业园区、松坪金红石产业园区、淌塘铜矿产业园区、姜州综合产业园区、鲁南清洁能源产业园区、新东现代物流园区、小岔河农特产品加工园区和小尖山环保生态园区，园区规划面积11.01平方公里，建成区面积4.9平方公里。截止2018年底，园区聚集二业企业8户，其中规上工业企业8户，2018年园区规上工业企业工业产值17.08亿元，同比增长23.21%，营业收入16.13亿元，同比增长17.58%，实现利润6.47亿元，同比增长23.81%。园区已被四川省经济和信息化委员会确定为四川省特色产业基地（第二批）
98	成都·凉山工业园区	---	凉山彝族自治州马道街道G108	102.215953,27.930271	凉山州	其他重点园区	工业园区	农产品精深加工,医药健康	农副产品精深加工、生物医药为主导，大力发展教育产业、商贸物流	园区地处西昌市西北部，紧邻中心城区，规划总面积约21.98平方公里。通过几年的建设，园区已形成了以农副产品、食品、医药、烟草、金属结构加工及设备制造的产业格局。2011年，园区成功跨入四川省成长型特色产业园区行列，并被确定为省级重点培育产业园区。为构建区域合作、产业互补、项目建设平台和载体,按照成凉合作总体框架和战略部署，2009年7月以原西昌北工业集中发展区为起步区正式建立成都•凉山工业园区。园区用地范围东沿山脚、西以雅攀高速公路为界、南以北外环线为界、北以安宁大塘河为界。依据《西昌市城市总体规划(2010-2030)》,安宁组团的发展定位为：重点发展物流配送、新型制造、流通加工、金融服务等多种功能，构建综合型现代产业园区。产业发展定位为：以一类工业和二类工业为主，以农副产品精深加工业为主导产业，以医药制造业、食品饮料业为支柱产业。截止2018年底，园区聚集工业企业29户，其中规上工业企业21户，2018年园区规上工业企业产值84.91亿，同比下降4.02%，营业收入27.21亿，同比增长4.49%，实现利润1.3亿，同比增长25%。
99	四川冕宁稀土经济开发区	S517129	四川省凉山彝族自治州冕宁县·冕宁稀土工业园区(108国道东)	102.187918,28.422396	凉山州	省级园区	经开区	---	稀土、建材产业	四川冕宁稀土经济开发区位于凉山州冕宁县,北距省府成都340公里，南距州府西昌80公里，是攀西战略资源创新开发试验区核心区域，县域经济重要增长极。成立于2007年12月，2018年2月纳入《中国开发区审核公告目录》省级开发区名录，公告目录中开发区核准面积118.84公顷，2019年1月四川省人民政府正式批复为省级经济开发区。园区规划面积27.23平方公里，其中工业用地面积13.67平方公里。四至范围稀土及伴生矿标准化采选区，东至森荣乡牦牛坪村6组，西至牦牛坪村7组，南至牦牛坪村7组，北至牦牛坪村6组；稀土及伴生矿应用深加工区，东至木梳山脚、西至安宁河、南至石龙镇双桥村、北至复兴镇镇区；辅助产业及物流区，东至清泉村、南至卫星村三组和西河村、西至胜利村、北至阁里村。开发区按产城一体与城乡规划建设，开发区（核心区）要素保障完善，建成配套道路6公里、110KV和35KV变电站各一座、9000吨/天供水厂一座、3000吨/天污水处理厂一座、18万立方米LNG燃气储配站、酸碱储配站、稀土检测中心等配套要素。截止2018年底，园区聚集工业企业23户，其中规上工业企业11户，规上工业企业产值23.42亿元，同比增长13.79%,营业收入27.38亿元，同比增长23.7%,实现利润2.93亿元，同比增长57.5%。园区先后被授予“四川循环经济示范园区”、“四川省特色高新技产业化基地”。
100	四川德昌特色产业园区	S519127	凉山彝族自治州德昌县京昆高速与Y026交叉路口往西北约190米	102.226531,27.395255	凉山州	省级园区	工业园区	智能装备	装备制造、稀土、钒钛产业	四川德昌特色产业园区位于凉山州德昌县，是攀西国家级战略资源创新开发试验区的重要组成部分。园区成立于2005年7月，规划面积2369公顷。2018年初，园区核心建成区230.78公顷纳入2018年版《中国开发区审核公告目录》，目录中的名称为四川德昌特色产业园区。2019年1月25日，四川省人民政府正式发文（川府函[2019]20号）同意设立四川德昌特色产业园区为省级开发区。四川德昌特色产业园区核心区域面积142.3公顷，四至范围为：东至银厂村六社，南至新店子河沟，西至G5京昆高速公路，北至卡子房河沟。园区基础设施完善，配套建成日供水5000立方米净水厂一座，220变电站一座，110变电站一座，铺设供水管道27446米，建成道路4.6公里，建成标准化厂房8万平米，收储土地3000亩，基本实现雨污分流,电力、电信、有线电视全覆盖，园区道路通畅，实现七通一平。截止2018年底，园区聚集工业企业69户，其中规上工业企业26户,2018年园区规上工业企业工业产值27.89亿元,同比增长8%，营业收入30.57亿元，同比增长8%，实现利润3.22亿元，同比增长8%。
101	四川古蔺经济开发区	S517058	泸州市古蔺县金兰大道(雅兰居东北侧约50米)	105.813822,28.049792	泸州市	省级园区	经开区	优质白酒	酿酒产业	四川古蔺经济开发区于2011年2月经古蔺县人民政府批准成立（古府函[2011]31号），位于古蔺县二郎镇、规划面积约172.45公顷，主要依托龙头企业四川郎酒集团引领发展，着力发展白酒酿造及关联配套产业。该批准区域包含3个地块，其中：地块一129.60公顷（四至范围：东邻赤水河，南靠二郎镇鱼塘村，西接二郎镇黄金村，北依赤水河）；地块二20.90公顷（四至范围：东邻二郎镇黄金村，南靠二郎镇鱼塘村，西接二郎镇鱼塘村，北依二郎镇黄金村）:地块三21.95公顷（四至范围：东邻赤水河，南靠二郎镇黄金村，西接二郎镇黄金村，北依赤水河）o2012年6月中共泸州市委机构编制委员会同意设立古蔺经济开发区管理服务机构（泸编发[2012]40号）。2012年，我县为实现产业绿色发展，积极引导企业向园区集中发展壮大、做大做强，打造优势产业聚集区，2012年10月，经古蔺县委常委会、县政府常务会审议，原则同意古蔺经济开发区规划区域在原有（172.45公顷）基础上拓展开发区区域范围，按照“一区四园”（二郎名酒园、东城农产品加工产业园、永乐白酒园和水口酱酒园既古蔺酱酒文化产业园）的空间布局进行规划，着力打造以酱酒生产、销售为主导，生物医药、农特产业、仓储物流、电子商务同步发展的百亿特色产业园区。截止2018年底，园区聚集工业企业35户，其中规上工业企业17户，2018年园区规上工业企业工业产值135.3亿元，同比增长14.4%,营业收入164.8亿元，同比增长16%,实现利税18.16亿元，同比增长16.6%。2016年国家六部委联合启动了《中国开发区审核公告目录》修订工作，古蔺经济开发区以2011年古蔺县人民政府批准的172.45公顷范围申报纳入《中国开发区审核公告目录》，于2018年2月经国务院批准，成功纳入《中国开发区审核公告目录》（2018年版），开发区主导产业为酿酒。
102	泸州航空航天产业园区	---	四川省泸州市泸县玻璃大道与和平街交叉口东北方向40米	105.491124,29.056512	泸州市	其他重点园区	高新区	智能装备	高端装备制造、生产性服务产业	泸州航空航天产业园区位于泸州市泸县，是长江上游重要港口城市，川渝滇黔结合部区域中心城市。成立于2016年5月，规划面积80平方公里，建成区面积3.717平方公里。四至范围（具体以界址点坐标控制）：东至泸渝高速：3221257.542593、南至龙马潭公园：3201788.548389,西至原321国道：3215320.540319,北至225乡道：3212046.550054o航空园区按产城一体与城市规划建设，配套建设有110KV变电站、航天一路、航空路、G8515高速连接线、产业孵化器、人才公寓等基础设施。截止2018年底，园区聚集工业企业75户，其中规上工业企业68户，2018年园区规上工业企业工业产值166.5亿元，同比增长28.6%,营业收入185亿元，同比增长29.5%,实现利税13.8亿元，同比增长28.2%。
103	四川叙永资源综合利用经济园区	S519057	泸州市叙永县环城北路103	105.439094,28.177487	泸州市	省级园区	经开区	绿色化工	非金属矿物制品、竹木制品、农副食品产业	四川叙永资源综合利用经济园区位于泸州市叙永县，叙永县重要经济增长极，地处成都至贵阳，重庆至昆明两大轴线交汇点，与云南省威信县、镇雄县和贵州省赤水市、毕节市接壤，素有“川南门户”“鸡鸣三省”之称，自古以来就是西南出海的重要通道、川滇黔三省交通要冲和重要物资集散地，也是四川省规划“五大经济环线的川南环线、白酒金三角环线”和攀西-六盘水经济圈通道发展轴上的重要节点。成立于2011年12月，规划面积为16.87平方公里，建成面积2.57平方公里，2019年经省政府批准为省级开发区。四至范围：江门农副产品加工集中区北和东至永宁河,西至石岗村，南至竹林村和光照村；龙凤中小企业创业与服务区北至西沟头，东以川黔高速公路为界,西至水井湾、黄桷沱、湾沱、新屋基,南至孙家坝、诚马福沟；兴隆矿产品加工集中区西至纳叙铁路和南北向的产城大道（321国道），北和东侧以川黔高速公路为界，南至兴隆乡大竹村；震东建材工业集中区规划区用地涉及正东镇场镇南北端的六方沟、水井湾和灯盏坪用地，西侧紧邻纳黔高速公路，南侧紧邻叙古高速公路。按产城一体与城市规划建设，配套建设产城大道、郎玻道路、竹浆环厂公路以及2个3.5KVA变电站等基础设施。截止2018年底，园区聚集工业企业25户，其中规上工业企业16户，2018年园区规上工业企业工业产值26.4亿元,同比增长18.6%,营业收入26.1亿元，同比增长20%,实现利税1.1亿元，同比增长15%。2016年，叙永园区获批四川省特色产业基地（第一批）——“四川省特色产业（农产品加工）基地”称号。
104	泸州国家高新区江南科技产业园	---	泸州市江阳区荆山路5号	105.434346,28.84479	泸州市	其他重点园区	高新区	节能环保,软件与信息服务,医药健康	新一代信息技术、生物医药、节能环保产业	泸州国家高新区江南科技产业园位于泸州城南副中心，是泸州城南综合商业中心，地处成渝经济圈。成立于2008年3月，规划面积15.87平方公里，建成区面积7平方公里。四至范围（具体以界址点坐标控制）:东至城南路，西至机场路延伸线，南至宜泸渝高速，北抵融豪翡翠城最北端。江南科技产业园按产城融合、产城一体、二三产业联动规划建设，配套有人才公寓、创新创业中心等基础设施。截止2018年底，园区聚集工业企业148户，其中规上工业企业26户，2018年园区规上工业企业工业产值18.9亿元，同比增长97.91%,营业收入303.7亿元，同比增长49.48%,实现利税4.01亿元，同比增长11.38%。 园区先后被授予“国家火炬泸州江阳中医药特色产业基地”、“四川省小企业创业基地”、“四川省招商引资重点推荐园区”、“四川省现代服务业集聚区”、“四川省新型工业化产业示范基地”。
105	四川泸州纳溪经济开发区	S517054	泸州市纳溪区人民西路三段	105.364453,28.767979	泸州市	省级园区	经开区	新材料,农产品精深加工,精制川茶	化学制品、酿酒、饮料、非金属矿物制品产业	四川泸州纳溪经济开发区位于泸州市纳溪区，其前身为泸州化工园区，规划面积14万平方公里，建成区面积2.7平方公里，下含原泸州化工园区、石龙岩现代商贸物流产业园和泸州静脉产业园三大版块；地处成渝经济圈和成德绵高新技术产业带，2017年7月，经泸州市人民政府同意，更名为泸州纳溪经济开发区，2018年泸州纳溪经开区又成功列入《中国开发区审核公告目录》（2018版），2019年经省政府批准为省级开发区。四至范围:开发区规划总面积为1400公顷，规划建设用地面积为275.3869公顷，共涉及4个地块，东片区地块一194.7308公顷，东至永宁街道朱坪村、棉花坡镇安富村、南至永宁街道永宁路社区、朱坪村，棉花坡镇安富村，西至永宁街道人民路社区，北至泸天化股份有限公司生产厂区、永宁街道朱坪村；西片区地块二54.5066公顷，东至安富街道百梯社区、新乐镇桂花村，南至新乐镇桂花村、泸天化绿源醇库区，西至新乐镇桂花村,北至至安富街道上坝社区；西片区地块三12.7517公顷，北至安富街道百梯社区，东至安富街道炳灵村，南至四川煤气化有限责任公司生产厂区，西至新乐镇桂花村；西区地块四13.3978公顷，北至新乐镇石龙村，东至新乐镇石龙村，南至新乐镇石龙村，西至新乐镇石龙村。助力纳溪建设现代生态新城，经开区按产城一体与城市规划建设，配套建设有110KV河西变电站、220KV长安变电站各一座、1亿方化二园区西区天然气配气站一座，完善了园区路网建设,实现“八通一平“，建设人才公寓等基础设施，着力打造长江上游转型发展示范园区、长江上游现代物流产业园。截止2018年底，园区聚集工业企业80户，其中规上工业企业45户，2018年园区规上工业企业工业产值81.1亿元，同比增长10%,营业收入125.6亿元，同比增长10%,实现利税1.75亿元，同比增长10%。园区被授予国家化工新材料高新技术产业化基地、四川省新型工业化产业示范基地、四川省培育成长型特色产业园区、四川省高校毕业生创业园区、四川省科技企业孵化器、泸州市资源枯竭城市转型发展示范园区，四川省特色高新技术产业化基地。
106	四川泸县经济开发区	S517055	泸州市泸县金鹏路与康乐大道交叉路口往北约120米	105.356159,29.148731	泸州市	省级园区	经开区	绿色化工,新材料,优质白酒	食品饮料、新一代信息技术、新材料产业	四川泸县经济开发区位于泸州市泸县，地处成渝经济圈。其前身为泸县中小企业创业园，成立于2006年,2019年1月被四川省政府批复为省级经济开发区，规划面积20平方公里，建成区面积6.5平方公里：其中城西工业园规划面积10平方公里，建成区面积5.5平方公里；临港产业园规划面积10平方公里，建成区面积1平方公里。四至范围（具体以界址点坐标控制）:城西工业园东至玉蟾街道三和街、明星路，南至小鹿溪河，西至龙城大道，北至玉蟾大道；临港产业园东至太伏镇五里村干丘榜，北至太伏镇新石村尖山子，南至长江，西至长江和神仙桥码头。园区按产城一体与城市规划，建设有110KV变电站、35KV变电站、天然气配气站、污水处理厂、自来水厂、标准化厂房、人才公寓等基础配套设施。截止2018年底，园区入驻企业555家，建成运行545家，其中工业企业290户，规模以上工业企业100户。园区实现主营业务收入368亿元，增长16.68%；入库税金5.46亿元，增长18.52%；完成固定资产投资40.29亿元；解决就业20000余人，实现工资性收入8.2亿元。园区先后被授予“首批四川省小企业创业基地”、“四川省省级大学生创新创业园区”、“四川省百亿园区”、“四川省“归雁经济”示范园区”、“四川省工业强县示范县示范园区”、“四川省高校毕业生创业园区”、“四川省承接产业转移优秀园区”。
107	四川泸州白酒产业园区	S519053	泸州市江阳区通汇路	105.569892,28.881476	泸州市	省级园区	工业园区	节能环保,农产品精深加工	酿酒、印刷、包装产业	四川泸州白酒产业园区位于泸州市江阳区黄舣镇，是泸州市重要经济增长极，地处成渝经济圈和成德绵高新技术产业带。成立于2006年6月，规划面积82平方公里，建成区面积6.8085平方公里。2019年经省政府批准为省级开发区。四至范围：江阳区黄取成品基地东至黄舣镇永兴村、省道308,南至黄舣镇三潭村、龙湾村，西至黄舣镇龙头铺村、成自泸赤高速公路，北至黄舣镇界牌村、沿江公路。园区按产城一体与城市规划建设，配套建设有110KV变电站、污水处理厂、科技孵化器、人才公寓等基础设施。截止2018年底，园区聚集工业企业95户，其中规上工业企业77户，2018年园区规上工业企业工业产值365.2亿元，同比增长18.7%,营业收入710.4亿元，同比增长26.3%,实现利税112.2亿元，同比增长24.2%。园区先后被授予“国家新型工业化产业示范基地（食品、名优白酒）”、“国家中小企业公共服务示范平台”、“全国产业集群区域品牌建设白酒产业试点地区”、“浓香型白酒综合加工产业全国知名品牌创建示范区”、“四川省51025重点产业园区”、“四川省小企业创业基地”、“四川省循环经济试点园区”、“四川省文化产业示范基地”、“四川省中小企业公共服务示范平台”、“四川省生产性服务业功能示范区”、“四川省生态工业园区建设试点单位”、“四川省新型工业化产业示范基地（食品、名优白酒）”、“四川省印刷复制示范基地”、“四川省知识产权示范园区”等。
108	泸州高新技术产业开发区	G512141	四川省泸州市江阳区酒谷大道五段17号	105.531889,28.866023	泸州市	国家级园区	高新区	智能装备,新一代网络技术	装备制造、新能源、新材料、医药产业	泸州高新技术产业开发区（以下简称泸州高新区）位于泸州市江阳区，是泸州市重要经济增长极，地处长江经济带和成渝经济圈。成立于1993年,2013年经省政府认定为省级高新技术产业园区，2015年2月经国务院批复正式升级为国家高新技术产业开发区，规划面积202平方公里。高新区按照“科技引领、产城一体”理念，形成“一核、两翼、多园”的空间格局，打造集科研孵化、产业发展、生态宜居等功能于一体的现代化科技产业新城。“一核”即位于龙马潭区4.62平方公里的核心区。“两翼”即江阳片区和泸县片区两大板块。“多园”，即现代医药产业园、机械装备产业园、新能源新材料产业园、智能制造产业园、大数据产业园、江南科技园、纳溪科技园、合江生态工业园等六个特色产业园区。泸州高新区水电气等要素配套完备，建设有政务服务中心、众创中心、孵化器、人才公寓、标准化厂房等设施，为企业入驻提供优质体验，为企业发展提供优质平台。截止2018年底，园区聚集工业企业320户，其中规上工业企业280户，2018年园区规上工业企业工业产值599.3亿元，同比增长17.04%,营业收入920亿元，同比增长19.5%,实现利税53.94亿元，同比增长11.86%。泸州高新区被授予“长江经济带国家级转型升级示范区、国家火炬特色产业基地、国家高性能液压件高新技术产业化基地、国家液压产业集群示范基地、国家循环化改造示范试点园区、国家绿色园区、泛珠三角区域工业和信息化合作创新发展示范试点园区、资源枯竭城市示范园区、四川省新型工业化产业示范基地、四川省特色产业示范基地、四川省培育成长型特色产业园区、四川省知识产权试点园区”。
